"","Name","Date","Platform","Weekday","Time.of.Day.Posted","Post.Category","Post.Image.Content","Likes","Like.Follower.Ratio","Comments","Reshares","Caption.Word.Count","Num.Hashtags","Hashtag.1","Hashtag.2","Hashtag.3","Hashtag.4","Hashtag.5","Hashtag.6","Hashtag.7","Hashtag.8","Links","Caption.Trigger.Words..From.Text.Analysis.","Caption","Sentiment.0.3.","Interactive.","Humor.","Personal.Touch.","Sentiment2","Interactive2","Humor2","Personal.Touch2","ranks","success","Sentiment","Interactive","Personal.Touch","Humor"
"71","Mirror Group","","Linkedin","","","Information","None",16,0.006172839506,0,NA,40,4,"#HiringAlert","","","","","","","","Y",NA,"#HiringAlert. We are looking for a colleague who is ready to leverage #evaluationstrategies, engage #evaluativethinking and develop #evaluationtools to join our Mirror Group LLC team. Could that be you or someone you know? Check us out, share and apply.",3,0,0,1,2,1,0,1,10,0,2.5,"1",2,0
"72","Mirror Group","","Linkedin","","","Promotion","People",14,0.005401234568,1,NA,37,1,"#backingblackbusiness","","","","","","","","Y",NA,"#backingblackbusiness https://lnkd.in/egyJcaBD

Check it out, spread the word, and apply!

Reimagine Main Street Walker's Legacy Foundation Walker's Legacy Nakeia Drummond, PMP 1863 Ventures Greater Washington Hispanic Chamber of Commerce SCORE Mentors",3,0,0,0,2,1,0,1,11,0,2.5,"1",1,0
"73","Mirror Group","","Linkedin","","","Promotion","None",52,0.0200617284,8,NA,30,7,"#hiring","","","","","","","","N",NA,"We are #hiring. Might you or anyone you know be interested in a full-time #projectmanager , #evaluator, #researcher , #changemaker , #subjectmatterexpert #consulting position? If the answer is yes, check us out!",3,0,0,1,2,1,0,1,4,1,2.5,"1",2,0
"74","Mirror Group","","Linkedin","","","Information","Words",66,0.02546296296,7,NA,28,0,"","","","","","","","","N",NA,"Dr. Jori Hall stepping in as Interim Editor of American Evaluation Association American Journal of Evaluation!!! I see you prof, thank you for your service to our field!",3,0,0,0,2,1,0,1,3,1,2.5,"1",1,0
"75","Mirror Group","","Linkedin","","","Promotion","Words",22,0.008487654321,0,NA,55,4,"#jobseekers","","","","","","","","Y",NA,"Hey #jobseekers, our awesome #operationsmanager Anndrekia Maha, M.S., SHRM-CP is hosting Open HR Hours today. Are you curious about working at Mirror Group LLC? Or maybe you have general questions about seeking new opportunities in this #greatresignation job market. Whatever your #opportunityalert intention, Anndrekia has you covered. Join her today at 1pm ET.",3,0,0,0,2,1,0,1,8,0,2.5,"1",1,0
"76","Nonprofit Leadership Lab","","Linkedin","","","Promotion","People",29,NA,5,5,78,5,"#nonprofit","#artificialintelligence","#bias","#nonprofitleadership","#nonprofitmanagement","","","","Y",NA,"Beth Kanter and Allison Fine's new book is out. And lucky me. I had the chance to talk to them about it. They are so smart and so forward thinking and such champions for all who raise their hand to work with/for a nonprofit. I loved talking to them - I think you will love listening to them. https://lnkd.in/dQghm_3q 
And then you must. buy. book. https://amzn.to/3p7hDk1
# #nonprofit #artificialintelligence #bias #nonprofitleadership #nonprofitmanagement",3,0,0,1,3,1,0,1,14,0,3,"1",2,0
"77","Nonprofit Leadership Lab","","Linkedin","","","Information","Self",103,NA,7,4,56,7,"#collegesanduniversities","#students","#lgbtq","#diversitymatters","#jesuiteducated","#womenleaders","#societyandculture","","Y",NA,"How do Jesuit institutions embrace all the members of their family, including their LGBT students, faculty, alums? It all starts with visibility. This profile is not really about me. It's about my alma mater marching forward, working to take those Jesuit values and to bring them to life #collegesanduniversities #students #lgbtq #diversitymatters #jesuiteducated #womenleaders #societyandculture",3,0,0,1,3,0,0,1,2,1,3,"0",2,0
"78","Nonprofit Leadership Lab","","Linkedin","","","Information","Miscellaneous",31,NA,1,7,60,5,"#nonprofit","#nonprofitleadership","#missiondriven","#missionfocused","#nonprofitboards","","","","Y",NA,"Confessions of a nonprofit ""mission creep' by yours truly. What is this mission creep thing all about, what causes it and how do you prevent it? And did I really teach my cat to jump through a hoop?
I write weekly and after you learn and laugh, feel free to join our blog subscriber posse.#nonprofit #nonprofitleadership #missiondriven #missionfocused #nonprofitboards",3,0,1,1,2,1,0,1,13,0,2.5,"1",2,1
"79","Nonprofit Leadership Lab","","Linkedin","","","Information","People",55,NA,3,3,57,6,"#nonprofit","#podcast","#leadership","#nonprofitleaders","#nonprofitleadership","#nonprofitsaremessy","","","Y",NA,"My pal Vu Le has A LOT of opinions about the flaws in the nonprofit sector. And an equal amount of ideas about how to address them. But I wanted to know what he'd build if we started a nonprofit from scratch. Have a listen to my podcast with him.
#nonprofit #podcast #leadership #nonprofitleaders #nonprofitleadership #nonprofitsaremessy",3,0,0,0,2,1,0,1,8,0,2.5,"1",1,0
"80","Nonprofit Leadership Lab","","Linkedin","","","Information","Self",68,NA,4,3,74,10,"#jesuiteducated","#fordhamuniversity","#fundraising","#values","#lgbtqia","#lgbtqcommunity","#highereducation","#leadership","Y",NA,"Proud to say that my alma mater, Fordham University is living its Jesuit values with its commitment to create a true sense of belonging for LGBTQ+ students and prospective students. And proud that they asked me to be the voice of this work today on Fordham Giving Day. Until 8pm EST, you can encourage change with a gift of any amount. Success = # of donors!!! #jesuiteducated #fordhamuniversity #fundraising #values #lgbtqia #lgbtqcommunity #highereducation #leadership # #students #almamater",3,1,0,1,3,1,0,1,5,1,3,"2",2,0
"81","Nonprofit Leadership Lab","","Linkedin","","","Promotion","Miscellaneous",34,NA,4,1,36,5,"#philanthropy","#fundraising","#nonprofitleadership","#yearend","#yearendfundraising","","","","Y",NA,"Are you starting to sweat thinking about year end fundraising and how unprepared you feel? Here's my current article in the Chronicle of Philanthropy that I am confident will help... #philanthropy #fundraising #nonprofitleadership #yearend #yearendfundraising",3,0,0,0,2,1,0,1,12,0,2.5,"1",1,0
"82","Nonprofit Leadership Lab","","Linkedin","","","Information","Miscellaneous",83,NA,6,0,10,2,"#nonprofitleadership","#leadershipbooks","","","","","","","Y",NA,"OK, so I am in awfully good company..... #nonprofitleadership #leadershipbooks",3,0,0,0,2,0,0,1,4,1,2.5,"0",1,0
"83","Nonprofit Leadership Lab","","Linkedin","","","Promotion","People",38,NA,3,2,10,5,"#nonprofits","#nonprofitfundraising","#nonprofitboards","#fundraising","#nonprofitleadership","","","","Y",NA,"OK, so I am in awfully good company..... #nonprofitleadership #leadershipbooks",3,0,0,0,2,0,0,1,11,0,2.5,"0",1,0
"84","Nonprofit Leadership Lab","","Linkedin","","","Promotion","Graphic",60,NA,3,8,5,0,"","","","","","","","","Y",NA,"Excellent resource for nonprofit pros",3,0,0,0,2,0,0,0,7,0,2.5,"0",0,0
"85","Nonprofit Leadership Lab","","Linkedin","","","Promotion","Self",94,NA,13,1,63,6,"#pridemonth","#nonprofit","#communications","#podcast","#podcasting","#nonprofit","","","Y",NA,"In honor of #pridemonth, my alma mater, Fordham University, is featuring me in the latest episode of its alumni podcast, Fordham Footsteps. Before starting the career that would lead to my work in #nonprofit advocacy, I was a double major in communications and philosophy. Tune in on any podcast app or at the link below: 

https://lnkd.in/dcwBRKN



# #communications

#podcast #podcasting #nonprofit",3,1,0,1,3,1,0,1,3,1,3,"2",2,0
"86","Nonprofit Leadership Lab","","Linkedin","","","Promotion","Graphic",116,NA,11,2,35,2,"#BiggerTogether","#ItTakesaVillage","","","","","","","N",NA,"I am honored to take the stage tomorrow during the Big Brothers Big Sisters of America #BiggerTogether Virtual National Conference where I will be advocating for access, opportunity, and empowerment for all young people. #ItTakesaVillage",3,0,0,1,3,0,0,1,1,1,3,"0",2,0
"87","Nonprofit Leadership Lab","","Linkedin","","","Information","Graphic",45,NA,2,0,15,0,"","","","","","","","","Y",NA,"Thanks to Linked In for the Shout out about my recent blog post about numbers",3,0,0,1,2,0,0,1,10,0,2.5,"0",2,0
"88","Nonprofit Leadership Lab","","Linkedin","","","Information","Self",51,NA,5,0,22,0,"","","","","","","","","Y",NA,"It is time for us to see tech as central to programs. Thanks to Salesforce for letting me preach on this topic!!",3,0,0,1,2,0,0,1,9,0,2.5,"0",2,0
"89","Nonprofit Leadership Lab","","Linkedin","","","Information","People",23,NA,0,0,16,0,"","","","","","","","","Y",NA,"Really important insights about embedding DEI values into identifying leaders in philanthropy from my friend Melissa...",3,0,0,1,3,0,0,1,15,0,3,"0",2,0
"90","Nonprofit Leadership Lab","","Linkedin","","","Information","None",62,NA,4,3,212,4,"#leadership","#justiceforgeorgefloyd","#justicematters","#racialjustice","","","","","N",NA,"It was just a year ago when the phrase “ I can’t breathe” became a metaphor for the systemic racism people of color live with every day of their lives - unable to take a full deep breath knowing they are safe and free –unlike those of us whose privilege is so deeply embedded in us we don’t even see it.

We know that at least today, in this moment, justice has prevailed. And make no mistake. This is just the beginning of the work. But it is a beginning.

Today we took a step. There is so much to do but our society can exhale ever so slightly knowing that we have taken a step on the path toward justice.

I am committed to walking that path toward justice with intention. I believe that systemic change is possible, and while I will stumble along the way, I am determined to learn, to do better, to understand my privilege and to use it to make the world a more equitable place.

And a young girl with the presence of mine to capture that 9 minutes of video, she is a hero. That's what leadership looks like. It's time for all of us to follow her lead. #leadership #justiceforgeorgefloyd #justicematters #racialjustice",3,0,0,1,3,0,0,1,6,0,3,"0",2,0
"91","Community Evaluation Solutions","3/3/2022","Facebook","Thu","1:20 PM","Information","Graphic",1,0.004464285714,0,0,6,0,"","","","","","","","","N",NA,"One of our awesome clients! Congratulations!",3,0,0,1,2,0,0,1,8,0,2.5,"0",2,0
"92","Community Evaluation Solutions","1/21/2022","Facebook","Fri","","Advertisement","Words",5,0.02222222222,0,1,18,1,"#evaluation","","","","","","","","N",NA,"Makes me so happy to help clients achieve their goals and learn to love #evaluation like we do.",3,0,0,1,3,0,0,1,2,1,3,"0",2,0
"93","Community Evaluation Solutions","1/7/2022","Facebook","Fri","","Advertisement","Self",1,0.004444444444,0,1,70,5,"#community","#leaders","#systemschange","#nonprofits","#foundations","","","","Y",NA,"Hi community leaders. Stuck on where to begin developing a strategy that will work and get your coalition fired up? If you are ready to stop guessing about where to begin, I have a 4-step guide that will help you
develop a clear path to success, build confidence in your strategy
and foster creative collaboration with your team. https://www.communityevaluationsolutions.com/free-guide #community #leaders #systemschange #nonprofits #foundations",3,1,0,0,2,1,0,1,8,0,2.5,"2",1,0
"94","Community Evaluation Solutions","1/6/2022","Facebook","Thu","","Advertisement","None",2,0.008888888889,0,1,38,4,"#podcast","#communitychange","#nonprofit","#leaders","","","","","N",NA,"On my vision board a few years ago was a #podcast . Wasn't sure why but now I know. To have great conversations with #communitychange and #nonprofit  #leaders A Healing Partner for Families: Jen King and Georgia CASA",3,0,0,1,2,0,0,1,4,1,2.5,"0",2,0
"95","Community Evaluation Solutions","1/4/2022","Facebook","Tue","","Advertisement","None",9,0.04,2,0,4,0,"","","","","","","","","Y",NA,"Welcome Joy in 2022!",3,0,0,0,3,0,0,0,1,1,3,"0",0,0
"96","Community Evaluation Solutions","12/31/2021","Facebook","Fri","","Personal","Graphic",0,0,0,1,10,0,"","","","","","","","","N",NA,"Wishing you and yours the happiest and healthiest New Year!",3,0,0,1,3,0,0,0,12,0,3,"0",1,0
"97","Community Evaluation Solutions","11/16/2021","Facebook","Tue","","Advertisement","None",3,0.01333333333,0,1,27,4,"#resultsmatter","#eval","#evaluation","#philanthropy","","","","","Y",NA,"One of my favorite people is on the podcast. Dr. Gary Nelson, President of  @HealthcareGA on why #ResultsMatter #eval #evaluation #philanthropy https://communitypossibilities.buzzsprout.com/158.../9554620",3,0,0,0,2,0,0,1,3,1,2.5,"0",1,0
"98","Community Evaluation Solutions","8/19/2021","Facebook","Thu","","Advertisement","People",2,0.008888888889,0,0,22,4,"#suicideawareness","#prevention","#mentalhealth","#vets","","","","","Y",NA,"Don't miss this conversation with @QwynnGalloway-Salazar about #SuicideAwareness and #prevention and #mentalhealth among our #vets. https://lnkd.in/d_qpb-F",2,1,0,0,3,1,0,1,4,1,2.5,"2",1,0
"99","Community Evaluation Solutions","7/6/2021","Facebook","Tue","","Advertisement","Graphic",0,0,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,12,0,NA,"0",0,0
"100","Community Evaluation Solutions","4/16/2021","Facebook","Fri","","Information","None",2,0.008888888889,0,0,0,0,"","","","","","","","","N",NA,"",0,0,0,0,NA,0,0,0,4,1,NA,"0",0,0
"101","Community Evaluation Solutions","3/2/2021","Facebook","Tue","","Advertisement","Graphic",1,0.004444444444,0,0,53,0,"","","","","","","","","Y",NA,"New things are happening at CES. Our new website https://communityevaluationsolutions.squarespace.com launched today and new podcast is live. Will be coming to I-tunes in the next day or so. For now, link to the podcast here https://www.buzzsprout.com/1585792/website/background/edit Hope you will check it out.",3,1,0,0,2,1,0,1,8,0,2.5,"2",1,0
"102","Community Evaluation Solutions","2/26/2021","Facebook","Fri","","Information","None",2,0.008888888889,0,0,0,0,"","","","","","","","","N",NA,"",0,0,0,0,NA,0,0,0,4,1,NA,"0",0,0
"103","Community Evaluation Solutions","2/16/2022","Facebook","Wed","","Advertisement","People",0,0,0,1,35,0,"","","","","","","","","Y",NA,"On Community Possibilities this week, L. Danyetta Najoli joined me to talk about building strong, inclusive, equitable communities. I loved learning about the Black American Tree Project. https://www.theblackamericantreeproject.org/http://ow.ly/FC0V30ro2WB",3,1,0,0,2,1,0,1,12,0,2.5,"2",1,0
"104","Community Evaluation Solutions","10/6/2021","Facebook","Wed","","Advertisement","Graphic",0,0,0,0,29,1,"#eval","","","","","","","","Y",NA,"It's hump day which means it's almost Friday. Time for Office Hours. 11 AM EST. new #eval welcome! You must register to attend. https://bit.ly/3DeP8W0",3,0,0,0,2,1,0,1,12,0,2.5,"1",1,0
"105","Community Evaluation Solutions","6/4/2021","Facebook","Fri","","Information","None",1,0.004444444444,0,1,9,0,"","","","","","","","","N",NA,"Have you noticed how mean people seem to be?",3,0,0,0,3,0,0,1,8,0,3,"0",1,0
"106","Nicole Clark Consulting","3/8/2022","Facebook","Tue","3:00 PM","Advertisement","Video",2,0.002915451895,0,0,93,2,"#selfcare","#blackhealingremixed","","","","","","","Y",NA,"A few days ago, I got a copy of BEAM’s mental health and wellness workbook in the mail! Here’s a video of a walkthrough of this valuable tool. Some of the workbook’s tools are also on BEAM’s newly revamped website at https://beam.community/wellness-tools/. Also, save the date for the annual Black Healing Remixed, taking place May 14 - 15. Follow BEAM to stay up to date on registration for both the virtual component of the weekend, and the limited in-person event in Los Angeles. #selfcare #blackhealingremixed",3,1,0,0,2,1,0,1,2,1,2.5,"2",1,0
"107","Nicole Clark Consulting","1/12/2022","Facebook","Wed","","Advertisement","Words",0,0,0,0,87,4,"#socialwork","#publichealth","#programdesign","#nonprofits","","","","","Y",NA,"From program design, to participant outreach and budgeting, staff plays a vital role in the success of a program. Yet their voices are often overshadowed by participants, funders, and other stakeholders.
Your job as an organizational leader is to include their voice more in your program’s decision-making and to advocate for their needs as much as you advocate for your program participants.
So, how will you do that?
Read this week’s post at https://nicoleclarkconsulting.com/your-staff-knows-your.../ 
#socialwork #publichealth #programdesign #nonprofits",3,1,0,0,3,1,0,1,4,1,3,"2",1,0
"108","Nicole Clark Consulting","11/8/2021","Facebook","Mon","","Advertisement","Words",0,0,0,0,87,3,"#socialwork","#publichealth","#nonprofits","","","","","","Y",NA,"When hiccups occur as you implement your programs or services, try this activity to evaluate your organization’s ability to pivot.
Whether you work with a staff or are a party of one, this action-oriented process (known as “evaluative thinking”) requires a willingness to continuously question what’s happening, leading to better decision-making, more well-focused programming, better-designed evaluations, and stronger organizational decision making.
Read more and download the evaluative thinking discussion guide at http://nicoleclarkconsulting.com/pivot-your-programs-and.../. 
#socialwork #publichealth #nonprofits",3,1,0,0,3,1,0,1,4,1,3,"2",1,0
"109","Nicole Clark Consulting","11/3/2021","Facebook","Wed","","Advertisement","Self",0,0,0,0,64,1,"#socialwork","","","","","","","","Y",NA,"The skills learned at the micro level of social work carries you throughout the field. As you move along your social work trajectory, how you can apply direct service skills in mezzo and macro roles? 
Read more of this week’s blog post as I share how I navigate consulting projects using my social work skills: https://nicoleclarkconsulting.com/ask-nicole-social-work.../ 
#socialwork",3,1,0,0,2,1,0,1,4,1,2.5,"2",1,0
"110","Nicole Clark Consulting","11/1/2021","Facebook","Mon","","Activism","Words",0,0,0,0,55,3,"#socialwork","#publichealth","#reproductivejustice","","","","","","Y",NA,"From ensuring birth control accessibility for all to highlighting the needs of homeless and runaway youth, there’s plenty of reasons to raise your voice for women and girls of color in November. 
Share what you're doing, and check out the Awareness Day Finder at
https://nicoleclarkconsulting.com/awareness-day-finder 
#socialwork #publichealth #reproductivejustice",3,0,0,0,3,1,0,1,4,1,3,"1",1,0
"111","Nicole Clark Consulting","10/26/2021","Facebook","Tue","","Activism","Graphic",1,0.001457725948,1,0,67,2,"#socialwork","#publichealth","","","","","","","Y",NA,"NOV. 16 | The Equity Matters Podcast is facilitating Module 2 of the Equity Matters Social Justice Academy. 
“White Ain't Right: Consequences of White Supremacy Culture” explores the characteristics of white supremacy that manifest in organizational culture, while equipping participants with the tools to identify and disrupt white supremacy culture in our institutions.
Register for Module 2 today: https://www.eventbrite.com/.../white-aint-right... 
#socialwork #publichealth",1,0,0,0,1,1,0,0,3,1,1,"1",0,0
"112","Nicole Clark Consulting","8/4/2021","Facebook","Wed","","Advertisement","Self",0,0,0,0,66,0,"","","","","","","","","Y",NA,"Just because you have the budget to hire a consultant doesn't mean you have to. And just because you have the staff capacity doesn't mean you're wasting money working with a consultant. 
How do you decide when to hire a consultant and when to do it yourself? Read more of this week’s blog post at https://nicoleclarkconsulting.com/hire-consultant-or-do...
",2,0,0,0,3,1,0,0,4,1,2.5,"1",0,0
"113","Nicole Clark Consulting","5/12/2021","Facebook","Wed","","Advertisement","Graphic",0,0,0,0,69,4,"#blackhealingremixed","#mentalhealth","#mentalhealthawarenessmonth","#blackmentalhealth","","","","","N",NA,"It’s been such a honor to serve on BEAM’s Board of Directors, and we’re gearing up for our first virtual mental health summit — #BlackHealingRemixed ! 
Join us for a day of skill building, education and more with special guests Dr. Joy Bradford (Therapy for Black Girls), Laura Harrier, Chloe X Halle, Sydel Curry Lee, and more! Get your tickets today at remix.beam.community.
#mentalhealth #mentalhealthawarenessmonth #blackmentalhealth",3,1,0,1,2,1,0,1,4,1,2.5,"2",2,0
"114","Nicole Clark Consulting","2/8/2021","Facebook","Mon","","Activism","None",0,0,0,0,40,2,"#blacklivesmatter","#socialwork","","","","","","","Y",NA,"“Performative allyship prevents individuals from being self-reflective in the many ways they may be upholding white supremacy, and constantly saying and/or using the hashtag #BlackLivesMatter means very little when one’s behavior speaks to the contrary.” #socialwork",3,0,0,0,3,0,0,0,4,1,3,"0",0,0
"115","Nicole Clark Consulting","10/27/2021","Facebook","Wed","","Education","Words",0,0,0,0,71,5,"#socialwork","#publichealth","#research","#evaluation","#nonprofits","","","","Y",NA,"On the road to becoming grassroots and data driven, it’s tempting to collect data as soon as possible to determine your impact.
But once you have all this data, what do you do with it? And how do you prioritize your findings? 
Here are 3 ways (from easy-to-do to more time-consuming) to prioritize your data findings.
https://nicoleclarkconsulting.com/try-this-prioritizing.../
#socialwork #publichealth #research #evaluation #nonprofits",3,0,0,0,2,1,0,0,4,1,2.5,"1",0,0
"116","Nicole Clark Consulting","10/1/2021","Facebook","Fri","","Activism","Words",0,0,0,0,49,3,"#socialwork","#publichealth","#reproductivejustice","","","","","","Y",NA,"From health literacy awareness to recognizing girls as global change-makers, how will you raise your voice for women and girls of color in October?
Share what you're doing this month, and check out the Awareness Day Finder at
https://nicoleclarkconsulting.com/awareness-day-finder 
#socialwork #publichealth #reproductivejustice",3,1,0,0,2,1,0,0,4,1,2.5,"2",0,0
"117","Nicole Clark Consulting","9/1/2021","Facebook","Wed","","Activism","Graphic",0,0,0,0,102,4,"#raiseyourvoice","#wetestify","#reproductivejustice","#reprojustice","","","","","Y",NA,"Today is National Day of Action in Support of Abortion Access, a day for mobilization for abortion access across the U.S.
To support the voices of abortion storytellers in media and the movement, elevate culture shift through innovative campaigns and social media, and maintain brand identity, We Testify is hiring for a Bilingual Communications Manager.
In this role, the Bilingual Communications Manager will support people who’ve had abortions in connecting deeper to their experiences while deciding which parts of their stories they’d like to share publicly.
Learn more and apply today at wetestify.org/jobs 
#raiseyourvoice #wetestify #ReproductiveJustice #reprojustice",3,0,0,0,3,1,0,1,4,1,3,"1",1,0
"118","Nicole Clark Consulting","3/23/2021","Facebook","Sun","","Advertisement","None",0,0,0,0,139,1,"#socialwork","","","","","","","","Y",NA,"March is Social Work Month, and I’m excited to highlight Black Girls in Social Work (BGSW) and the launching of its new website.
BGSW is a support and networking organization for Black women pursuing, studying, and working in the Social Work profession. Founded by Bodequia Simon, LMSW, in 2018, BGSW began as a group on Facebook and Instagram, with the website launching in early 2021. 
With social groups and educational/networking events, BGSW offers a safe space online and in-person for self care, networking, empowerment, and providing community service to vulnerable communities.
Visit https://www.blackgirlsinsocialwork.com to find a social work supervisor in your area if you’re studying for the LMSW or LCSW exams, find your BGSW state rep, discover HBCU social work programs, and other resources to help you plan out your #socialwork journey.",3,0,0,0,2,1,0,1,4,1,2.5,"1",1,0
"119","Nicole Clark Consulting","2/3/2021","Facebook","Wed","","Activism","Graphic",0,0,0,0,68,1,"#reprojustice","","","","","","","","Y",NA,"SisterSong recently announced the Reproductive Justice for Black Lives Grant. Totaling $1,000,000, this fund will create a substantial investment in grantees across the #reprojustice and Black liberation ecosystem.
Apply by Monday, February 8, by visiting bit.ly/RJforBlackLives. This grant is open to Black women and trans led organizations in the United States working in Reproductive Justice and other social justice movements. 501c3 status not required.",3,0,0,0,2,1,0,1,4,1,2.5,"1",1,0
"120","Nicole Clark Consulting","6/8/2021","Facebook","Tue","","Advertisement","Words",4,0.00583090379,0,0,76,5,"#reproductivejustice","#reproductiverights","#reproductivehealth","#interdisciplinary","#research","","","","Y",NA,"In Fall 2020, I was invited by Provide to join a multidisciplinary and multi-issue community of experts in the fields of reproductive health/rights/justice, HIV, tobacco, alcohol, and marriage equality.
The result was “Evaluating Cultural Change Around Abortion: Insights from a Multidisciplinary Learning Community”, a white paper offering a framework and recommendations for conceptualizing culture change around abortion rights and access.
Read more at: https://providecare.org/.../Provide_Evaluating-Culture... 
#reproductivejustice #reproductiverights #reproductivehealth #interdisciplinary #research",3,0,0,1,3,1,0,1,1,1,3,"1",2,0
"121","Think and Ink Grant Consulting","2/16/2022","Facebook","Wed","","Education","Graphic",0,0,0,0,42,7,"#grants","#nonprofit","#funding","#fundraising","#nonprofits","#grantwriting","#grantwriter","","N",NA,"Did you know that there are an unlimited amount of resources out there for non-profits?
These are some of my top favorites that I think you should know about if you don't already.
#grants #nonprofit #funding #fundraising #nonprofits #grantwriting #grantwriter",3,0,0,0,2,1,0,1,7,0,2.5,"1",1,0
"122","Think and Ink Grant Consulting","2/14/2022","Facebook","Mon","","Personal","Graphic",0,0,0,0,25,5,"#grants","#grantwriter","#grantwriting","#valentines","#valentinesday","","","","N",NA,"Happy Valentines Day from Think and Ink Grants!  ❤️ ❤️
We hope you were able to spend it with your loved ones.
#grants #grantwriter #grantwriting #valentines #valentinesday",3,0,0,1,3,0,0,1,7,0,3,"0",2,0
"123","Think and Ink Grant Consulting","3/11/2022","Facebook","Fri","","Advertisement","Graphic",5,0.0289017341,1,0,69,5,"#grants","#grantwriting","#grantwriter","#support","#grantprofessionalday","","","","N",NA,"Today is International Grant Professional Day and I want to show off my team at Think and Ink Grants. Thank you for the work you all do day in and day out.
Also I want to share in this day with all of my fellow grant pros and women in our profession. Thank you for your work and for being an inspiration to all!
#grants #grantwriting #grantwriter #support #grantprofessionalday",3,0,0,1,3,0,0,1,1,1,3,"0",2,0
"124","Think and Ink Grant Consulting","2/22/2022","Facebook","Tue","","Personal","Graphic",1,0.005780346821,0,0,22,5,"#twosday","#grantwriter","#grantprofessional","#businessowner","#funding","","","","N",NA,"Happy ""Twos Day""!  Drop a smiley face if this made you smile. 😀
Have a great week, everyone!
#twosday #grantwriter #grantprofessional #businessowner #funding",3,1,1,1,3,0,1,1,5,1,3,"1",2,2
"125","Think and Ink Grant Consulting","2/18/2022","Facebook","Fri","","Advertisement","Graphic",1,0.005780346821,0,0,22,8,"#grants","#nonprofit","#funding","#fundraising","#nonprofits","#grantwriting","#grantwriter","#business","N",NA,"Happy Friday!!
Have you ever wondered where the name Think & Ink Grants came from? 🤔
#grants #nonprofit #funding #fundraising #nonprofits #grantwriting #grantwriter #business",3,0,1,1,2,0,0,1,5,1,2.5,"0",2,1
"126","Think and Ink Grant Consulting","1/4/2022","Facebook","Tue","","Advertisement","Graphic",0,0,0,0,58,4,"#grantwriting","#webinar","#grantwriter","#nonprofits","","","","","Y",NA,"Happy New Year!
Join me for my next webinar on 1/12 at 1 PM ET as I partner with Instrumentl to discuss what to do next after you’ve found a grant.
Registration is free and capped, so be sure to save your spot ASAP!
Register here: https://lu.ma/found-a-grant
#grantwriting #webinar #grantwriter #nonprofits",3,1,0,0,2,1,0,1,7,0,2.5,"2",1,0
"127","Think and Ink Grant Consulting","12/27/2021","Facebook","Mon","","Advertisement","Graphic",2,0.01156069364,0,0,86,4,"#grants","#grantwriting","#grantwriter","#nonprofits","","","","","Y",NA,"Hey everyone!  I hope the holiday season is treating you well.  I have some exciting news to share!  I've launched my Get.Grants.Better.® Newsletter on LinkedIn to talk about all things grant writing.  
Subscribe today and share throughout your network to get real-world, actionable, and practical tips and insight bi-weekly. Transform your grant-seeking strategy and learn how to increase grant funding for your nonprofit.
(Link also in bio)
https://www.linkedin.com/.../get-grants-better-%C2%AE...
#grants #grantwriting #grantwriter #nonprofits",3,1,0,1,2,1,0,1,2,1,2.5,"2",2,0
"128","Think and Ink Grant Consulting","10/26/2021","Facebook","Tue","","Advertisement","None",0,0,0,0,58,0,"","","","","","","","","Y",NA,"Are you or do you know a nonprofit leader in the Atlanta metro area? 
The City of Chamblee recently launched a new initiative to help strengthen and empower local nonprofits.  Thank you to the City of Chamblee for launching this initiative to help those tasked to help others.
Learn more here:
https://www.wabe.org/chamblee-nonprofit-partnership.../",2,0,0,0,2,1,0,1,7,0,2,"1",1,0
"129","Think and Ink Grant Consulting","9/22/2021","Facebook","Wed","","Personal","Miscellaneous",2,0.01156069364,0,0,136,3,"#pcam","#nonprofit","#nonprofits","","","","","","N",NA,"Today is my grandfather's birthday - Gilbert Crawford Sr.'s. We lost him to prostate cancer in 2014.  
A month later, my mother @Valerie Crawford-Schiele and I started the nonprofit organization Blue Flowers Org in his honor.  Our mission is to empower women and the men in their lives against prostate cancer.
We weren't sure if he'd hold on until my wedding day.  We are so blessed that he did.
In honor of prostate cancer awareness month and my grandfather's birthday.  
Spread the following word to someone: if you are a man, age 50 and over, ask your primary care to conduct a PSA exam as part of your annual physical.  If you are at high risk (African-American or with family history) start having this conversation at 40.
#pcam #nonprofit #nonprofits",3,1,0,1,3,1,0,1,2,1,3,"2",2,0
"130","Think and Ink Grant Consulting","8/12/2021","Facebook","Thu","","Education","People",0,0,0,0,0,0,"","","","","","","","","Y",NA,"",0,0,0,0,NA,0,0,0,7,0,NA,"0",0,0
"131","Think and Ink Grant Consulting","8/11/2021","Facebook","Wed","","Advertisement","Graphic",0,0,0,0,86,0,"","","","","","","","","Y",NA,"Join me in my upcoming guest appearance on Grow With Google workshop on 8/17 at 6pm-7pm CST. 
Grow With Google is a national program that helps Black and Latinx entrepreneurs and aspiring entrepreneurs grow their businesses by eliminating the digital divide.
This month the focus is on funding options for small businesses and grants.
I will be joining  Keisha to talk about my entrepreneurial journey and advice in grant writing.
You can join with the following link:
https://events.withgoogle.com/digital-coach-stl/",3,1,0,0,2,1,0,1,7,0,2.5,"2",1,0
